volume,category,title,source_unit,content_text,option_a,option_b,option_c,option_d,correct_answer,explanation,difficulty,tags,booklet,chapter,topic
第二冊,演化與生物多樣性,生物分類,自然第二冊_演化與生物多樣性_生物分類,鯨在分類上於哺乳中的鲸目，下列有關鲸的叙述何者錯?,鲸魚演化自生物，所以生活在水中必须呼吸空氣,鲸魚演化出厚厚的皮下脂肪是為了防止體温的散失,鲸魚鳍的構造和魚鳍比较像，和人類前肢比较不像,小鲸魚出生時必须以媽媽的乳汁為食,C,正確答案為 C。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,生物分類 | 自然第二冊_演化與生物多樣性_生物分類,第二冊,演化與生物多樣性,生物分類
第二冊,演化與生物多樣性,生物分類,自然第二冊_演化與生物多樣性_生物分類,詹姆土是一位高大氯的混血兒，他的父親是非洲黑人」，下列叙述何者正？,他們二人的學名都是Homo sapiens,他們二人分别於不同種,他們的DNA都相同,詹姆士一定没有生殖能力,A,正確答案為 A。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,生物分類 | 自然第二冊_演化與生物多樣性_生物分類,第二冊,演化與生物多樣性,生物分類
第二冊,演化與生物多樣性,生物分類,自然第二冊_演化與生物多樣性_生物分類,已知狗的學名Canisfamilaris，下列叙述何者錯误？,學名皆是由拉丁文構成,學名是為學術研究方便，所創造出的國際共通名字,同一種生物只會有一種學名,Canis為形容词，familaris為名词,D,正確答案為 D。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,生物分類 | 自然第二冊_演化與生物多樣性_生物分類,第二冊,演化與生物多樣性,生物分類
第二冊,演化與生物多樣性,生物分類,自然第二冊_演化與生物多樣性_生物分類,Canis為形容詞，familaris為名詞 登革熱由白線斑蚊（Aedes Albopictus）與埃及斑蚊（Aedes Aegypti）所傳播，關於這兩種蚊子，下列 敘述何者錯誤？,在野外可以產生有生殖能力的後代,兩者學名不同,兩者同屬、不同種,兩者一定同科,A,正確答案為 A。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,生物分類 | 自然第二冊_演化與生物多樣性_生物分類,第二冊,演化與生物多樣性,生物分類
第二冊,演化與生物多樣性,生物分類,自然第二冊_演化與生物多樣性_生物分類,胖虎將家中養的德國狼犬與秋田犬交配產生有生殖能力的小狗，若已知狼的學名Canis latrans，秋田 犬的學名Canis familaris，則下列敘述何者正確？,狼犬是狼與狗交配所產生,產生的小狗，其學名應該是Canis familaris,產生的小狗，其學名應該是Canis latrans,由此可知德國狼犬與秋田犬為不同種,B,正確答案為 B。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,生物分類 | 自然第二冊_演化與生物多樣性_生物分類,第二冊,演化與生物多樣性,生物分類
第二冊,演化與生物多樣性,生物分類,自然第二冊_演化與生物多樣性_生物分類,產生的小狗，其學名應該是Canis latrans 馬蓋先在動物園中發現有三種動物其學名分別為：(甲) Felis leo；(乙) Canis domesticus；(丙) Felis domesticus。請問哪兩種親緣關係較接近？,甲乙,乙丙,甲丙,無法判定,C,正確答案為 C。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,生物分類 | 自然第二冊_演化與生物多樣性_生物分類,第二冊,演化與生物多樣性,生物分類
第二冊,演化與生物多樣性,生物分類,自然第二冊_演化與生物多樣性_生物分類,某生物的學名為Felis domesticus，则在自然状况下，此生物可以和哪一生物交配，生有生殖能力的後 代？,Urocissa caerulea,Felis tigris,Bos domesticus,Felis domesticus,D,正確答案為 D。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,生物分類 | 自然第二冊_演化與生物多樣性_生物分類,第二冊,演化與生物多樣性,生物分類
第二冊,演化與生物多樣性,生物分類,自然第二冊_演化與生物多樣性_生物分類,有甲、乙雨隽動物，請問下列叙述何者可以確定兩者為同種?,可交配生有生殖能力的後代,外型十分相似,名相同,生長在同一楼地,A,正確答案為 A。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,生物分類 | 自然第二冊_演化與生物多樣性_生物分類,第二冊,演化與生物多樣性,生物分類
第二冊,演化與生物多樣性,生物分類,自然第二冊_演化與生物多樣性_生物分類,黄金犬、台灣土狗、灰狼、黄種人、黑人，請問上述生物一共有種學名？,5種 16. 多胞 .2. 2a. 有覃伞 2b. 無覃率 3a. 無莓 3b. 有制毒,4種 4a. 重伞白色,3種 4b. 重伞非白色,2種 la. 单细胞 5a. 有孢子赛 (E) 5b 無孢子赛 6a. 孢子紅色 (F),C,正確答案為 C。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,生物分類 | 自然第二冊_演化與生物多樣性_生物分類,第二冊,演化與生物多樣性,生物分類
第二冊,演化與生物多樣性,生物分類,自然第二冊_演化與生物多樣性_生物分類,下表為一真菌類生物之數字编碼索表，靈芝最可能為6．孢子非缸色 (G),A,B,c,D,D,正確答案為 D。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,生物分類 | 自然第二冊_演化與生物多樣性_生物分類,第二冊,演化與生物多樣性,生物分類
第二冊,演化與生物多樣性,生物分類,自然第二冊_演化與生物多樣性_生物分類,金針菇最可能是,A,B,c,D,C,正確答案為 C。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,生物分類 | 自然第二冊_演化與生物多樣性_生物分類,第二冊,演化與生物多樣性,生物分類
第二冊,演化與生物多樣性,生物分類,自然第二冊_演化與生物多樣性_生物分類,今有甲乙丙丁四種動物，其中甲乙同目；乙丙同；丙丁不同科，請問甲丁,一定同科,一定不同科,一定同目,不一定同目,D,正確答案為 D。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,生物分類 | 自然第二冊_演化與生物多樣性_生物分類,第二冊,演化與生物多樣性,生物分類
第二冊,演化與生物多樣性,生物分類,自然第二冊_演化與生物多樣性_生物分類,學名是以何者做為生物命名的標準文字? 英文 中文 拉丁文 西班牙文 （） 麼？,有無細胞壁,有無細胞核,能否運動,能否自製養分,C,正確答案為 C。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,生物分類 | 自然第二冊_演化與生物多樣性_生物分類,第二冊,演化與生物多樣性,生物分類
第二冊,演化與生物多樣性,生物分類,自然第二冊_演化與生物多樣性_生物分類,薛老師上分類課時，將細菌與藍菌分為一類，酵母菌與變形蟲分為另外一類。請問他的分類依據是 什麼？,有無細胞壁,有無細胞核,能否運動,能否自製養分,B,正確答案為 B。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,生物分類 | 自然第二冊_演化與生物多樣性_生物分類,第二冊,演化與生物多樣性,生物分類
第二冊,演化與生物多樣性,生物分類,自然第二冊_演化與生物多樣性_生物分類,"、薛老師上分類課時，將細菌與藍菌分為一類，酵母菌與變形分為另外一類。請問他的分類依據是什 下列有關學名的叙述,何者正確?",同一種生物有时也可能會有個不同的俗名和學名,"學名是由雨個字所组成,而前一字表示該生物的種小名","通常種小名是名词,而名是形容词",學名就是生物的種名,D,正確答案為 D。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,生物分類 | 自然第二冊_演化與生物多樣性_生物分類,第二冊,演化與生物多樣性,生物分類
第二冊,演化與生物多樣性,生物分類,自然第二冊_演化與生物多樣性_生物分類,今有雨種動物，其學名分别為Rana sauteri舆Takydromous sauteri雨者的關係應該為：,同同種,同不同種,不同同種,不同不同種,D,正確答案為 D。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,生物分類 | 自然第二冊_演化與生物多樣性_生物分類,第二冊,演化與生物多樣性,生物分類
第二冊,演化與生物多樣性,生物分類,自然第二冊_演化與生物多樣性_生物分類,動物園的工作人員，將馬和以人工的方式交配，產生了後代「」，結果發現没有生殖能力，由 此可以知道何種事實?,馬、和為同種,馬和為同種，但與不同種,馬和為同種，但與不同種,馬和不同種,D,正確答案為 D。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,生物分類 | 自然第二冊_演化與生物多樣性_生物分類,第二冊,演化與生物多樣性,生物分類
第二冊,演化與生物多樣性,生物分類,自然第二冊_演化與生物多樣性_生物分類,有關病毒之叙述何者錯?,在寄主體内才能表现生命现象,離寄主無法生活,介生物舆无生物间,具有细胞核,D,正確答案為 D。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,生物分類 | 自然第二冊_演化與生物多樣性_生物分類,第二冊,演化與生物多樣性,生物分類
第二冊,演化與生物多樣性,生物分類,自然第二冊_演化與生物多樣性_生物分類,甲和乙同，甲和丙同科，甲和丁同目，则正確的是,乙和丙不同科,甲和乙同種,甲、乙、丙、丁有四个隋層相同,乙和丁最親近,C,正確答案為 C。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,生物分類 | 自然第二冊_演化與生物多樣性_生物分類,第二冊,演化與生物多樣性,生物分類
第二冊,演化與生物多樣性,生物分類,自然第二冊_演化與生物多樣性_生物分類,雨種生物之學名為Felisdomesticus和Canisdomesticus；由此可知此雨生物：,同不同種,同種不同,不同不同種,同同種,C,正確答案為 C。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,生物分類 | 自然第二冊_演化與生物多樣性_生物分類,第二冊,演化與生物多樣性,生物分類
第二冊,演化與生物多樣性,生物分類,自然第二冊_演化與生物多樣性_生物分類,俗的土番是由雄正番與雌菜交配產生的，根據下列哪一種理由判正番與菜不同種?,土番鸭無生殖能力,正番鸭舆菜鸭體型不同,正番鸭舆菜產卵能力不同,以上皆是,A,正確答案為 A。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,生物分類 | 自然第二冊_演化與生物多樣性_生物分類,第二冊,演化與生物多樣性,生物分類
第二冊,演化與生物多樣性,生物分類,自然第二冊_演化與生物多樣性_生物分類,下列那個分類層生物間的相似性最多？,脊索動物門,哺乳,食肉目,犬科,D,正確答案為 D。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,生物分類 | 自然第二冊_演化與生物多樣性_生物分類,第二冊,演化與生物多樣性,生物分類
第二冊,演化與生物多樣性,生物分類,自然第二冊_演化與生物多樣性_生物分類,臺灣彌猴的學名以何種寫法最好？,Macaca cyclopis,Macaca cyclopis,Macaca Cyclopis,macaca cyclopis,A,正確答案為 A。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,生物分類 | 自然第二冊_演化與生物多樣性_生物分類,第二冊,演化與生物多樣性,生物分類
第二冊,演化與生物多樣性,生物分類,自然第二冊_演化與生物多樣性_生物分類,生物的分類舆命名根據下列生物之學名，試回答下列各题：（甲)爪哇人Homo erectus(乙)北京人Homo erectus(丙)克羅馬人Homo sapiens(丁)尼安德塔人Homo neanderthaleus。上列生物在分類上的關係叙述，何者 正確？,Homo是形容生物的特微,甲、乙的構造舆性状完全相同,若甲、乙交配產生了後代，可具有生殖能力,在分類隋層上，共有四種人,C,正確答案為 C。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,生物分類 | 自然第二冊_演化與生物多樣性_生物分類,第二冊,演化與生物多樣性,生物分類
第二冊,演化與生物多樣性,生物分類,自然第二冊_演化與生物多樣性_生物分類,若甲、乙交配產生了後代，可具有生殖能力 丙丁的關係在分類階層上有幾個是相同的？,7個,6個,5個,4個,B,正確答案為 B。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,生物分類 | 自然第二冊_演化與生物多樣性_生物分類,第二冊,演化與生物多樣性,生物分類
第二冊,演化與生物多樣性,生物分類,自然第二冊_演化與生物多樣性_生物分類,有野、雲豹、穿山甲、狗熊、家等五種生物，依右表所給的資料，了解其分類上的關係。請你選 出下列较合理的推：[A3] 界 門 脊索動物 哺乳 哺乳 目 食肉 鳞甲 食肉 科 猫 猫 熊 属 Felis Felis 種 野 雲豹 穿山甲 狗熊 家 [A5] 界 門 脊索動物 網 哺乳 哺乳 目 食肉 鳞甲 食肉 科 猫 猫 熊 属 Felis Felis 種 野 雲豹 穿山甲 狗熊 家,狗熊舆家猫同科,野猫和其他四種生物的親緣關係最遠,雲豹於Felix,狗熊舆穿山甲同,D,正確答案為 D。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,生物分類 | 自然第二冊_演化與生物多樣性_生物分類,第二冊,演化與生物多樣性,生物分類
第二冊,演化與生物多樣性,生物分類,自然第二冊_演化與生物多樣性_生物分類,根據資料，這些生物在分類上，舆野猫同目的為,雲豹,石虎,狗熊,以上均正確,D,正確答案為 D。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,生物分類 | 自然第二冊_演化與生物多樣性_生物分類,第二冊,演化與生物多樣性,生物分類
第二冊,演化與生物多樣性,生物分類,自然第二冊_演化與生物多樣性_生物分類,今有甲、乙、丙、丁四種生物，已知它們在分類上的關係是：甲、乙同科不同；丙、丁同目不同 科；乙、丙同科又同；在親緣關係上较遠的是,(A)甲,(B)乙,(C)丙,L(a),D,正確答案為 D。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,生物分類 | 自然第二冊_演化與生物多樣性_生物分類,第二冊,演化與生物多樣性,生物分類
第二冊,演化與生物多樣性,生物分類,自然第二冊_演化與生物多樣性_生物分類,"""蝙蝠蛾""於哪一個動物門?",脊索,環節,節肢,刺絲胞 動物門。,C,正確答案為 C。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,生物分類 | 自然第二冊_演化與生物多樣性_生物分類,第二冊,演化與生物多樣性,生物分類
第二冊,演化與生物多樣性,生物分類,自然第二冊_演化與生物多樣性_生物分類,5-7月滿山飛舞的青斑蝶，自顧自地吸食花蜜，何者和青斑蝶的親緣關係最近？,螞蟻,蜘蛛,蝦,蚯蚓,A,正確答案為 A。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,生物分類 | 自然第二冊_演化與生物多樣性_生物分類,第二冊,演化與生物多樣性,生物分類
第二冊,演化與生物多樣性,生物分類,自然第二冊_演化與生物多樣性_生物分類,生活在北方的候鳥，在寒冬之前向南移，此時台灣水韭的祖先-某水生蕨類植物，孢子囊破裂孢子隨 風吹送，正好黏附在鳥類的身上。當候鳥到達台灣休息、渡冬或繁殖時，順便把它带到了台灣。台灣的環境 不是到處適合水韭生長，只有在北台灣陽明山區温度低，亚且只有夢幻湖的沼澤區没有受到硫磺温泉入侵的 水質，才適合水韭的生长，於是台灣水韭的祖先便在此演化成今天的『台灣水韭』。 下列何者不是台灣水 韭的特微?,利用孢子繁殖,葉型似韭菜，單子葉植物,利用根吸水,維管束植物,B,正確答案為 B。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,生物分類 | 自然第二冊_演化與生物多樣性_生物分類,第二冊,演化與生物多樣性,生物分類
第二冊,演化與生物多樣性,生物分類,自然第二冊_演化與生物多樣性_生物分類,陽明山杜花大有名氣，花季一到便吸引多赏花人潮。何者是它的特微?,花瓣五片,可以孢子繁殖,雌球果比雄球果大,種子有翅,A,正確答案為 A。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,生物分類 | 自然第二冊_演化與生物多樣性_生物分類,第二冊,演化與生物多樣性,生物分類
第二冊,演化與生物多樣性,生物分類,自然第二冊_演化與生物多樣性_生物分類,下列的叙述何者正確?,「娃娃魚」是魚類,海葵為肉食性,章魚的殼藏在背面的皮膚下,海馬為體内受精的魚類 體外受精—甲 卵生 體内受精—→乙 用鳃呼吸—→丙 胎生,B,正確答案為 B。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,生物分類 | 自然第二冊_演化與生物多樣性_生物分類,第二冊,演化與生物多樣性,生物分類
第二冊,演化與生物多樣性,生物分類,自然第二冊_演化與生物多樣性_生物分類,根據右列索表判，蛙是於哪一類動物? 用肺呼吸一→丁,甲,乙,丙,丁,A,正確答案為 A。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,生物分類 | 自然第二冊_演化與生物多樣性_生物分類,第二冊,演化與生物多樣性,生物分類
第二冊,演化與生物多樣性,生物分類,自然第二冊_演化與生物多樣性_生物分類,有關「種」的叙述，何者錯误?,種為生物分類學上最小的單位,同種的雌雄個體可以互相交配亚產生後代，而其後代也都具有生殖能力,不同種之個體可用人工方法來逹到交配的目的，但其後代亚无生殖能力,同必同種,D,正確答案為 D。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,生物分類 | 自然第二冊_演化與生物多樣性_生物分類,第二冊,演化與生物多樣性,生物分類
第二冊,演化與生物多樣性,生物分類,自然第二冊_演化與生物多樣性_生物分類,下列各分類隋層中，何者涵蓋的生物物種最多?,赤蛙科,斧足網,長目,肢動物門,D,正確答案為 D。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,生物分類 | 自然第二冊_演化與生物多樣性_生物分類,第二冊,演化與生物多樣性,生物分類
第二冊,演化與生物多樣性,生物分類,自然第二冊_演化與生物多樣性_生物分類,阿寳將鯨魚、鲨魚、海豚歸為一類，而將企、眼鏡蛇、袋鼠歸為一類，請問阿寶是依據哪一頂特微 而做的分類？,脊椎骨的有無,水生或生,卵生或胎生,温動物或恒温動物,B,正確答案為 B。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,生物分類 | 自然第二冊_演化與生物多樣性_生物分類,第二冊,演化與生物多樣性,生物分類
第二冊,演化與生物多樣性,生物分類,自然第二冊_演化與生物多樣性_生物分類,甲：鯨魚、乙：魚、丙：魚、丁：章魚、戊：山椒魚、己：大肚魚。以上哪些生物，分類上於 魚類？,甲、丙,乙、丁,丙、己,戊、己,C,正確答案為 C。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,生物分類 | 自然第二冊_演化與生物多樣性_生物分類,第二冊,演化與生物多樣性,生物分類
第二冊,演化與生物多樣性,生物分類,自然第二冊_演化與生物多樣性_生物分類,大雄是一個國一學生，請問在分類學上他的學名是？,Homo Sapiens,homo sapiens,Homo sapiens,homo Sapiens,C,正確答案為 C。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,生物分類 | 自然第二冊_演化與生物多樣性_生物分類,第二冊,演化與生物多樣性,生物分類
第二冊,演化與生物多樣性,生物分類,自然第二冊_演化與生物多樣性_生物分類,由生物在分類上的位置，可了解生物間的哪一種關係?,生活環境,外部構造,親缘關係,生活熠性,C,正確答案為 C。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,生物分類 | 自然第二冊_演化與生物多樣性_生物分類,第二冊,演化與生物多樣性,生物分類
第二冊,演化與生物多樣性,生物分類,自然第二冊_演化與生物多樣性_生物分類,現今生物學家將地球上的生物制定生物分類规则，制定為個分類層？,5個,6個,7個,8個,C,正確答案為 C。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,生物分類 | 自然第二冊_演化與生物多樣性_生物分類,第二冊,演化與生物多樣性,生物分類
第二冊,演化與生物多樣性,生物分類,自然第二冊_演化與生物多樣性_生物分類,現今生物學家將地球上的生物分為界?,6界,界,5界,4界,C,正確答案為 C。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,生物分類 | 自然第二冊_演化與生物多樣性_生物分類,第二冊,演化與生物多樣性,生物分類
第二冊,演化與生物多樣性,生物分類,自然第二冊_演化與生物多樣性_生物分類,下列何一頂才是正確的學名?,台湾蓝,Taiwan blue bird,小鳥,Urocissa caerulea,D,正確答案為 D。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,生物分類 | 自然第二冊_演化與生物多樣性_生物分類,第二冊,演化與生物多樣性,生物分類
第二冊,演化與生物多樣性,生物分類,自然第二冊_演化與生物多樣性_生物分類,低海拔山林裡，有「長尾山娘」之的臺灣藍（Urocissa caerulea），每次出現時人欺不已， 請問其中“臺灣藍”為該種動物的?,學名,俗名,中文學名,名,B,正確答案為 B。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,生物分類 | 自然第二冊_演化與生物多樣性_生物分類,第二冊,演化與生物多樣性,生物分類
第二冊,演化與生物多樣性,生物分類,自然第二冊_演化與生物多樣性_生物分類,中式名菜[魚翅]是指鲨魚的何種部位?,翅膀,魚鳍,硬骨,鳃蓋 請閣讀以下叙述，回答下面題目 只用翘呼吸 外受精 可用度膚呼吸 只用肺呼吸 丙 外温動物 内受精 不哺乳 内温物 哺乳,B,正確答案為 B。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,生物分類 | 自然第二冊_演化與生物多樣性_生物分類,第二冊,演化與生物多樣性,生物分類
第二冊,演化與生物多樣性,生物分類,自然第二冊_演化與生物多樣性_生物分類,阿弟將生物依不同的特性分類如下表，根據所提供的資料回答1-2題： 阿弟今年夏天要去束部沿海赏鲸、赏豚，請問鲸、豚是於圖表中哪一類動物?,甲,丙,丁,戊,D,正確答案為 D。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,生物分類 | 自然第二冊_演化與生物多樣性_生物分類,第二冊,演化與生物多樣性,生物分類
第二冊,演化與生物多樣性,生物分類,自然第二冊_演化與生物多樣性_生物分類,阿弟在住家附近的池塘邊玩耍時，發現一種生物，其幼蟲生活於水中，以鰓呼吸，而成體生活 於陸地，皮膚總是溼溼的，請問此動物應該是哪一個？ 甲 乙 丁,戊,請閱讀以下敘述，並回答下面題目,(甲)、(乙)、(丙)、(丁)四種生物的學名如下：(甲) Egretta alba (乙) Motacilla,alba (丙) Motacilla cinerea (丁) Passer montanus：,B,正確答案為 B。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,生物分類 | 自然第二冊_演化與生物多樣性_生物分類,第二冊,演化與生物多樣性,生物分類
第二冊,演化與生物多樣性,生物分類,自然第二冊_演化與生物多樣性_生物分類,(甲)、(乙)、(丙)、(丁)四種生物的學名如下：(甲) Egretta alba (乙) Motacilla alba (丙) Motacilla cinerea (丁) Passer montanus： 和(乙)親緣最接近的生物是何者？,(甲),(丙),(丁),不知道,B,正確答案為 B。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,生物分類 | 自然第二冊_演化與生物多樣性_生物分類,第二冊,演化與生物多樣性,生物分類
第二冊,演化與生物多樣性,生物分類,自然第二冊_演化與生物多樣性_生物分類,(甲）、(乙)的關係為何？,同同種,同不同種,不同同種,不同不同種,D,正確答案為 D。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,生物分類 | 自然第二冊_演化與生物多樣性_生物分類,第二冊,演化與生物多樣性,生物分類
第二冊,演化與生物多樣性,生物分類,自然第二冊_演化與生物多樣性_生物分類,這種命名的方式最早是由哪一位科學家所提出？,拉馬克,虎克,逹爾文,林奈,D,正確答案為 D。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,生物分類 | 自然第二冊_演化與生物多樣性_生物分類,第二冊,演化與生物多樣性,生物分類
第二冊,演化與生物多樣性,生物分類,自然第二冊_演化與生物多樣性_生物分類,若(丁)是麻雀，請寫出麻雀的屬名 Passer montanus passer Passer montanus 請閱讀以下敘述，並回答下面題目 根據下列所提供的資料，回答下列問題，夏天的午後，除了酷熱以外，唯一能喚起人們注意的大概就 是響徹天際的蟬聲。令人覺得神奇的是，書上寫說蟬要在地下蟄伏七年，但是只活一夏。自從知道蟬 的生活史之後，看到校園內有小孩子拿著長長的竹竿在拈抓蟬隻，總會去阻止，近來蟬聲少了，前些 日子才聽朋友說起，他說今年聽到的第一聲蟬叫應該是在端午節午後吧，是安靜些，但是這樣好嗎？ 前天傍晚時到家附近的後山繞繞，下山時在產業道路兩側有流水的地方看到許多螢火蟲，令我十 分驚訝，因為幾公尺的上方就是農地和小廟，而幾公尺的下方就是養豬場，再過去就是垃圾場，而更 後方的源頭是零星的幾家工廠，在這樣的環境下竟然能看得到螢火蟲，真令人驚訝。 臺灣推廣環 境教育許多年，也常常舉辦各式各樣的生態解說課程，可是參加的真正有心人又有多少？還是人們的,注意力永遠只在那些少數的明星物種，常見的反而不認得了呢？周遭美麗的生物都不能好好珍惜與愛,護，又如何能照顧得到珍稀的生物呢？容易看得到的生物並不代表沒有價值，每個生物都有屬於自己,的生態地位，大家都是一樣重要的。細心體會你的周圍，你會看到更多美好的事情，生態就在你身,邊。,A,正確答案為 A。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,生物分類 | 自然第二冊_演化與生物多樣性_生物分類,第二冊,演化與生物多樣性,生物分類
第二冊,演化與生物多樣性,生物分類,自然第二冊_演化與生物多樣性_生物分類,根據下列所提供的資料，回答下列問題，夏天的午後，除了酷熱以外，唯一能唤起人們注意的大概就 是響徹天際的聲。令人覺得神奇的是，書上寫要在地下蛰伏七年，但是只活一夏。自知道 的生活史之後，看到校園内有小孩子拿著長長的竹竿在拈抓隽，總會去阻止，近來聲少了，前些 日子才朋友起，他今年到的第一聲叫應是在端午節午後吧，是安些，但是這樣好？ 前天傍晚時到家附近的後山，下山時在產業道路雨侧有流水的地方看到許多鳖火，令我十 分，因為公尺的上方就是農地和小，而公尺的下方就是養猪場，再過去就是垃圾場，而更 後方的源頭是零星的家工廠，在這樣的環境下竟然能看得到火，真令人。 境教育許多年，也常常瓣各式各樣的生熊解課程，可是参加的真正有心人又有多少？還是人們的 注意力永遠只在那些少數的明星物種，常见的反而不得了呢？周遭美麗的生物都不能好好珍惜與愛 護，又如何能照顧得到珍稀的生物呢？容易看得到的生物不代表没有價值，每個生物都有於自己 的生熊地位，大家都是一樣重要的。心體會你的周圍，你會看到更多美好的事情，生熊就在你身 對於的叙述，你為下列何者有误？,應具有六隽,應於無脊椎動物,的叫聲是由腹部舆后肢摩擦發出的共聲,的叫應該是一種求偶行為,C,正確答案為 C。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,生物分類 | 自然第二冊_演化與生物多樣性_生物分類,第二冊,演化與生物多樣性,生物分類
第二冊,演化與生物多樣性,生物分類,自然第二冊_演化與生物多樣性_生物分類,火在分類上應舆下列哪一種生物的親緣關係最接近？ (A)草 (g) (C)烏躯 (D)壁虎 請閣讀以下叙述，回答下面題目 有(甲)(乙)(丙)(丁)(戊)(己)六種昆，分類如上圖(一)，請根據上圖（一）及圖 （二）回答下列問題(1- 由 ② 内 己 J 戊 成,印,圖(二),5):,圆(),A,正確答案為 A。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,生物分類 | 自然第二冊_演化與生物多樣性_生物分類,第二冊,演化與生物多樣性,生物分類
第二冊,演化與生物多樣性,生物分類,自然第二冊_演化與生物多樣性_生物分類,有(甲)(乙)(丙)(丁)(戊)(己)六種昆蟲，分類如上圖(一)，請根據上圖（一）及圖（二）回答下列問題(1- 1.根據體型為圓或橢圓為分類依據的是,A,B、C,D,E,A,正確答案為 A。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,生物分類 | 自然第二冊_演化與生物多樣性_生物分類,第二冊,演化與生物多樣性,生物分類
第二冊,演化與生物多樣性,生物分類,自然第二冊_演化與生物多樣性_生物分類,2.根據體背有無斑點為分類依據的是,(A)A,(B)E,(C)D,(DB、C,D,正確答案為 D。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,生物分類 | 自然第二冊_演化與生物多樣性_生物分類,第二冊,演化與生物多樣性,生物分類
第二冊,演化與生物多樣性,生物分類,自然第二冊_演化與生物多樣性_生物分類,3.以體背斑點數目為分類依據的是,A,B、C,D,E,D,正確答案為 D。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,生物分類 | 自然第二冊_演化與生物多樣性_生物分類,第二冊,演化與生物多樣性,生物分類
第二冊,演化與生物多樣性,生物分類,自然第二冊_演化與生物多樣性_生物分類,4.以角形状為分類依據的是,A,B、C,D,E,C,正確答案為 C。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,生物分類 | 自然第二冊_演化與生物多樣性_生物分類,第二冊,演化與生物多樣性,生物分類
